"","A17","dmi2","dmi3","ipd3","lyk3","nfp","pt4"
"MSTRG.29760",0,0,0,0,0,0.0110717,0.0130665
"MSTRG.29761",0,0,0,0,0,0,0
"MSTRG.29762",10.9474,15.5449,8.38797,9.22629,14.496,7.43129,8.10939
"MSTRG.29763",0.0581193,0.338752,0.108723,0.0382855,0.319716,0.37116,0.664978
"MSTRG.29764",8.44422,8.87918,5.02706,4.99088,9.00373,7.24628,8.27374
"MSTRG.29765",4.2101,3.55294,2.29546,9.25504,4.7865,4.36479,4.77183
"MSTRG.29766",22.0152,40.1428,67.3446,44.6933,23.2745,44.4645,48.0106
"MSTRG.29767",0,0,0,0,0,0,0
"MSTRG.29768",0,0,0,0,0,0,0
"MSTRG.29769",0.93056,2.34001,1.45759,2.4668,2.02449,2.06512,1.02614
"MSTRG.2977",124.112,150.334,153.272,148.215,149.058,147.978,124.295
"MSTRG.29770",0.458928,0.264439,0.329385,0.213136,0.147376,0.319937,0.775479
"MSTRG.29771",4.64234,12.5755,21.4796,7.87281,6.38484,6.96373,10.1919
"MSTRG.29772",0.459053,0.98163,0.345763,0.506266,1.51786,0.337654,0.300284
"MSTRG.29773",0,0,0,0,0,0,0
"MSTRG.29774",0.84963,0.957594,0.908131,0.593055,0.779254,0.595559,0.854826
"MSTRG.29775",2.21176,2.37245,2.63237,1.98572,2.03309,1.97328,3.21801
"MSTRG.29776",3.37802,5.22923,3.26003,3.44088,8.73309,1.81154,4.49461
"MSTRG.29777",21.15,19.5953,17.3628,16.9874,19.9774,18.4885,19.5738
"MSTRG.29778",11.0859,11.5429,10.1981,12.2402,7.29155,10.3793,10.1417
"MSTRG.29779",5.06809,5.62601,5.62821,5.90736,4.02699,5.55618,6.52425
"MSTRG.2978",0.673433,1.44533,2.23599,0.667573,0.723111,1.0211,1.27537
"MSTRG.29780",16.8418,21.843,20.657,24.7964,21.2029,27.4693,18.0155
"MSTRG.29781",1.27751,1.42614,1.05879,1.15893,1.48234,1.15148,1.25938
"MSTRG.29782",0.57849,0.947925,0.846863,0.386505,0.510141,0.5424,0.540551
"MSTRG.29783",14.213,16.7226,16.6848,17.9278,16.4198,19.1465,15.1986
"MSTRG.29784",0.0308175,0.0378144,0.0204885,0.0527908,0.0360383,0.0274001,0.0591245
"MSTRG.29785",0,0,0,0,0,0,0
"MSTRG.29786",0,0,0,0,0,0,0
"MSTRG.29787",46.9001,12.2777,18.5737,52.3932,24.9161,18.3719,17.0275
"MSTRG.29788",5.72384,4.85676,7.43154,6.62634,4.87278,6.26666,6.15056
"MSTRG.29789",16.3302,14.2562,14.4308,11.7934,12.5775,14.9444,14.8287
"MSTRG.2979",1.55757,1.4344,1.97621,1.8625,1.62795,1.80318,1.59639
"MSTRG.29790",7.89355,7.77921,10.0911,8.32435,7.83223,7.78456,8.39737
"MSTRG.29791",6.66994,5.29651,6.42358,5.67901,4.94178,4.82755,5.75045
"MSTRG.29792",2.74272,3.02247,2.01999,2.67362,2.50395,2.19723,2.33291
"MSTRG.29793",22.3163,18.7101,18.287,27.3217,27.025,26.6135,21.3128
"MSTRG.29794",14.7206,14.4346,17.205,17.2633,14.9992,16.9479,15.5695
"MSTRG.29795",13.6427,1.7026,3.72827,21.04,4.01824,0.906232,3.00481
"MSTRG.29796",9.7632,7.14292,7.77686,7.37219,6.50456,9.91858,7.61174
"MSTRG.29798",1.67629,1.14423,1.21181,1.31017,0.941771,1.09769,1.26438
"MSTRG.29799",3.68233,2.94584,3.5539,2.8559,3.02674,3.08388,3.21334
"MSTRG.298",0,0.784295,5.58762,0.54883,0,0.506073,0
"MSTRG.2980",20.4064,37.6562,42.6263,20.6722,18.2352,29.4816,42.9629
"MSTRG.29800",21.9592,20.812,21.2399,19.8656,18.8768,16.2637,19.9459
"MSTRG.29801",2.95614,2.60688,1.14686,7.51885,10.2236,10.2483,1.07458
"MSTRG.29802",47.6917,51.4354,57.8506,52.0327,61.7443,65.8017,56.8984
"MSTRG.29803",4.22519,5.50967,6.22131,5.13954,7.59076,4.81792,7.67712
"MSTRG.29804",23.9296,17.7488,18.8515,19.8314,17.4892,16.5969,17.2395
"MSTRG.29805",6.34119,6.0284,6.64031,7.90941,5.05209,6.85264,5.98643
"MSTRG.29806",354.919,445.242,264.469,360.217,393.292,383.193,257.906
"MSTRG.29807",6.24289,0.997391,0.987624,6.01432,2.25982,1.09629,2.23307
"MSTRG.29808",6.60926,5.7851,6.95537,7.04994,6.77997,7.90962,6.66403
"MSTRG.29809",2.0762,1.70628,0.926346,1.05248,2.51388,1.19284,1.57336
"MSTRG.2981",0,0,0,0,0,0,0
"MSTRG.29810",22.6766,24.484,23.9611,26.7328,24.3409,25.2122,22.6092
"MSTRG.29811",23.0769,25.0335,21.8633,23.4841,23.6468,22.749,22.3622
"MSTRG.29812",12.9132,10.7267,11.3343,12.3018,12.1042,11.8826,11.1567
"MSTRG.29813",22.0637,23.8259,17.4399,18.4583,20.4118,18.2646,19.1639
"MSTRG.29814",4.47648,4.51804,5.16128,5.17847,4.72413,4.66215,4.81802
"MSTRG.29815",5.95481,5.58083,5.17578,4.20825,4.184,3.56823,5.36514
"MSTRG.29816",10.2088,6.48851,6.79117,10.2464,7.28262,6.0222,6.19998
"MSTRG.29817",19.5519,22.5993,19.4154,23.0202,24.7485,24.7946,20.7231
"MSTRG.29818",18.0712,14.8569,16.6295,17.7041,14.5643,13.6799,14.1351
"MSTRG.29819",65.1395,97.4239,135.367,65.8491,70.6842,74.2889,115.691
"MSTRG.2982",8.7295,5.45673,6.69204,7.41956,7.75644,5.19183,5.85662
"MSTRG.29820",31.9504,28.9326,31.9249,34.3456,27.5771,33.7579,24.7674
"MSTRG.29821",34.2093,30.3635,34.7627,35.8561,34.2521,37.5862,34.05
"MSTRG.29822",1.43226,9.87178,8.68666,3.59692,1.32795,12.1685,7.87601
"MSTRG.29823",0.182933,0.895189,1.33935,0.276003,0.192919,0.166268,1.76865
"MSTRG.29824",9.86324,10.5073,10.9615,11.9672,9.46755,11.1252,10.8028
"MSTRG.29825",0.356566,0.122552,0.0283001,0.283507,0.498871,0.0961485,0.0553714
"MSTRG.29826",7.39847,9.51782,10.991,9.94222,7.01102,10.4384,10.6093
"MSTRG.29827",0.0118489,0,0,0.0177299,0.00910577,0,0.00649674
"MSTRG.29828",10.5427,27.3547,31.7751,16.7231,15.3323,21.9429,25.7796
"MSTRG.29829",4.88954,5.15945,4.91441,4.80411,3.78503,5.14788,4.33117
"MSTRG.2983",14.7197,18.1108,16.2356,16.629,15.0338,17.6546,16.6805
"MSTRG.29830",0.629109,2.24371,0.822887,0.529621,0.671299,0.773752,1.28583
"MSTRG.29831",31.4198,30.5393,32.853,40.5479,32.1213,37.2529,31.0312
"MSTRG.29832",9.76627,13.8667,13.2995,14.3994,12.4641,14.8155,13.8886
"MSTRG.29833",34.5595,37.8355,33.7571,33.5761,34.1831,34.4855,32.9466
"MSTRG.29834",0,0,0,0,0,0,0
"MSTRG.29835",2.34551,2.03942,3.83788,2.53174,1.92193,2.22658,3.11347
"MSTRG.29836",5.0874,5.09572,6.04297,5.9803,4.60103,5.14053,6.01499
"MSTRG.29837",27.4552,19.3845,15.069,25.5176,29.5859,21.4471,16.7919
"MSTRG.29838",0.479683,0.0402688,0,0.467979,0.979206,0.520556,0.151189
"MSTRG.29839",16.0642,9.45994,12.1596,12.5558,9.61364,9.34642,10.4994
"MSTRG.2984",8.30894,8.84579,9.21281,8.8744,8.21851,8.78454,9.53235
"MSTRG.29840",6.18223,6.3435,2.76009,4.2628,4.02921,3.75649,4.47784
"MSTRG.29841",16.5272,16.9424,18.3058,16.6279,14.8574,17.7924,16.1654
"MSTRG.29842",1.44516,0.821564,0.901493,0.723016,0.736313,0.618014,0.7552
"MSTRG.29843",0,0,0,0,0.138005,0,0
"MSTRG.29844",5.41452,4.1401,3.81672,5.80688,4.50036,4.37009,3.86957
"MSTRG.29845",10.3003,5.56975,10.1472,11.0358,12.4792,9.99008,7.4135
"MSTRG.29846",178.591,149.685,99.0437,213.848,157.407,174.126,131.34
"MSTRG.29847",0.382529,0.352975,0.0471238,0.375342,0.559362,0.673153,0.131802
"MSTRG.29848",62.804,84.5681,100.153,72.6511,48.6004,83.5282,93.7404
"MSTRG.29849",3.80287,1.45296,1.33458,3.50107,15.7921,4.71811,3.0342
"MSTRG.2985",16.6618,15.7908,9.87978,20.3382,38.9685,24.7968,9.47072
"MSTRG.29850",16.3456,15.255,16.3773,17.4502,16.5053,15.0539,14.583
"MSTRG.29851",5.95816,8.45897,13.2963,7.6624,7.0446,6.78527,9.84541
"MSTRG.29852",21.5141,27.4629,33.3177,28.1829,33.2908,30.9234,30.791
"MSTRG.29853",12.3201,16.7665,23.1574,15.1409,17.9011,16.8006,21.9248
"MSTRG.29854",0.056938,0.00998076,0.0218348,0.0158273,0.00734411,0.0170386,0.0214553
"MSTRG.29855",2.69114,4.66085,3.73267,3.12098,2.34101,2.78098,2.68295
"MSTRG.29856",0.211808,0.460141,0.238075,0.266066,0.332388,0.219871,0.243792
"MSTRG.29857",3.00644,2.81744,3.01954,2.55422,2.272,2.06923,2.77322
"MSTRG.29858",8.33051,6.34783,6.18528,7.27092,5.59147,6.43556,6.91364
"MSTRG.29859",6.90531,6.54731,7.37968,6.81822,5.82666,5.468,6.35623
"MSTRG.2986",7.17964,7.38043,7.6509,8.62154,7.93687,5.34604,5.94046
"MSTRG.29860",102.128,52.8928,55.1399,72.9956,106.311,57.8972,60.4138
"MSTRG.29861",13.9369,9.20644,14.897,12.8026,11.3157,13.0437,11.5176
"MSTRG.29862",13.1293,12.6274,13.5056,13.2396,14.1876,12.6305,11.8952
"MSTRG.29863",29.4251,32.7488,27.2634,24.896,28.5071,31.1725,26.9143
"MSTRG.29864",32.5094,30.0096,19.2639,24.1898,29.4209,31.4245,21.854
"MSTRG.29865",15.7113,16.3921,20.9542,18.8874,18.0088,19.8155,19.7772
"MSTRG.29866",14.0229,11.3536,12.1888,12.3765,11.047,11.8941,11.4015
"MSTRG.29867",39.5698,37.834,40.963,42.3002,40.3499,38.632,37.1924
"MSTRG.29868",0.801481,0.861025,0.785558,0.848434,0.966828,0.802467,1.00019
"MSTRG.29869",6.57941,8.70775,5.1077,5.91596,6.64152,6.51762,6.06263
"MSTRG.2987",0.479247,1.17486,0.462457,0.301532,0.346375,0.594337,0.583409
"MSTRG.29870",1.86437,1.77057,2.04635,1.69336,1.58193,2.14576,1.41025
"MSTRG.29871",4.34377,6.10323,6.7996,6.19418,8.53791,4.70537,4.92624
"MSTRG.29872",13.8119,13.8197,16.097,15.4096,13.2454,13.7869,14.6144
"MSTRG.29873",1.22706,0.920866,1.44829,1.06667,0.876335,1.31007,0.895379
"MSTRG.29874",193.345,170.854,284.469,226.915,168.294,261.936,206.476
"MSTRG.29875",0.704054,0.546691,0.473138,0.518696,0.487957,0.498561,0.611367
"MSTRG.29876",11.8857,9.59588,12.649,11.6465,10.226,9.80681,11.4668
"MSTRG.29877",0,0,0,0,0,0,0
"MSTRG.29878",0,0,4.70998,0,0,0.203216,0
"MSTRG.29879",10.7277,13.4911,15.096,14.5044,10.5584,15.356,13.1367
"MSTRG.2988",171.705,199.664,247.895,208.044,202.93,221.019,211.479
"MSTRG.29880",48.1723,43.4319,44.7128,56.5879,43.8411,33.9697,39.5031
"MSTRG.29881",17.0826,5.84454,6.78717,25.0382,8.39095,2.10987,9.58422
"MSTRG.29882",2.22088,2.64818,3.14704,3.30814,3.65987,2.59818,2.59
"MSTRG.29883",37.269,37.6239,47.2306,38.8524,35.8786,27.1953,40.7285
"MSTRG.29884",10.5716,14.566,7.88861,20.5777,27.6029,24.9493,6.73979
"MSTRG.29885",11.3141,17.7282,19.9475,12.6887,13.0425,10.2725,17.5338
"MSTRG.29886",1.0871,1.2098,1.91806,0.994867,0.599155,0.643702,1.05459
"MSTRG.29887",8.55749,8.16,6.48494,5.65836,4.8239,5.31805,7.03967
"MSTRG.29888",0,0,0,0,0,0,0
"MSTRG.29889",3.62991,2.91317,2.36542,2.79258,3.92143,3.10193,2.64789
"MSTRG.2989",0.0853388,0.30893,0.630427,0.272015,0.311351,0,0.245252
"MSTRG.29890",33.6126,26.625,17.0067,19.1113,19.7708,23.3707,16.6973
"MSTRG.29891",6.32926,5.92499,6.56087,6.5082,5.60084,6.90307,6.48428
"MSTRG.29892",18.8347,21.6457,21.9471,21.6111,23.4017,20.8558,20.7606
"MSTRG.29893",18.7998,20.1904,21.3799,22.705,19.3877,20.8321,20.7195
"MSTRG.29894",3.00821,2.41455,3.48278,2.46667,2.22314,2.56645,3.36121
"MSTRG.29895",1.05919,2.75511,5.39945,0.533796,0.909223,0.825191,3.15984
"MSTRG.29896",22.9141,20.4727,18.2602,20.7234,19.0986,16.3618,17.2001
"MSTRG.29897",1.95117,0.234269,0,0.144346,0,0.196997,0
"MSTRG.29898",1.8983,1.34157,1.94395,2.02326,1.34976,1.77879,1.8055
"MSTRG.29899",120.295,101.11,141.477,137.085,103.768,124.829,125.556
"MSTRG.299",0.255284,0.261613,0.340556,0.630865,0.460645,0.482022,0.277
"MSTRG.2990",0,0,0.197825,0,0.0965095,0.223168,0
"MSTRG.29900",36.7292,32.9635,35.4037,42.4652,45.2878,42.5366,32.6174
"MSTRG.29901",0,0,0,0,0,0,0
"MSTRG.29902",0,0,0,0,0,0,0
"MSTRG.29903",4.93343,2.93434,2.26572,3.19089,3.35247,2.9705,2.82921
"MSTRG.29904",0.351195,0.460614,0.104065,0.365593,0.283362,0.401696,0.216685
"MSTRG.29905",1.23463,0.899433,0.463165,0.914245,0.796854,0.310277,0.544902
"MSTRG.29906",1.1902,2.40739,3.1412,2.56215,1.57959,2.37384,2.77002
"MSTRG.29907",7.5297,7.40347,7.20709,7.86506,7.50069,6.8102,7.21111
"MSTRG.29908",5.52793,5.29304,4.84045,4.76877,4.60664,4.78322,4.98595
"MSTRG.29909",8.10129,7.41165,8.1259,7.80299,8.00568,8.71891,7.30075
"MSTRG.2991",0,0,2.51807,0,0,0,0
"MSTRG.29910",11.1348,11.7376,13.4811,10.0613,6.743,8.78095,10.7368
"MSTRG.29911",12.6205,8.39585,10.1227,8.3586,9.56775,8.02273,6.97469
"MSTRG.29912",15.6987,45.3003,92.5075,29.9695,14.8156,53.3871,83.8476
"MSTRG.29913",86.2728,75.2228,93.464,93.7326,98.4492,84.991,74.1695
"MSTRG.29914",0,0,0,0,0,0,0
"MSTRG.29915",0,0,0,0,0,0,0
"MSTRG.29916",0.502499,2.75606,3.91556,1.05798,0.621829,1.29257,2.21445
"MSTRG.29917",0,1.31015,0.949611,0.701525,0.238723,0.610543,0.633746
"MSTRG.29918",8.54086,8.36105,11.6762,8.45525,7.51716,7.53064,10.2649
"MSTRG.29919",1.13389,0.418874,2.33793,0.93319,0.459178,4.24699,8.98728
"MSTRG.2992",0,0.562397,0.835245,0.137896,1.23739,0,0.50539
"MSTRG.29920",0.555339,0.448075,0.226237,0.333403,0.335705,0.330673,0.445268
"MSTRG.29921",17.9064,13.8545,17.7778,12.4445,16.2664,13.1466,13.8887
"MSTRG.29922",34.8465,27.0963,19.7189,23.2814,26.9953,24.0823,18.3158
"MSTRG.29923",25.6158,17.9835,25.7334,14.9586,10.1638,14.0939,22.3646
"MSTRG.29924",0.924004,0.981063,2.13652,0.89318,0.946006,0.364727,1.22475
"MSTRG.29925",0.143931,1.80004,6.17316,0.548277,0.756705,0.896918,2.15602
"MSTRG.29926",29.409,33.8514,32.0566,30.2115,31.8767,28.6675,28.4573
"MSTRG.29927",1.80311,1.34049,1.7343,1.82894,1.39963,1.41564,1.49521
"MSTRG.29928",0.353545,0,0.121774,0,0.257117,0.0324454,0.223881
"MSTRG.29929",105.673,121.345,93.1275,99.5273,118.064,110.88,97.1278
"MSTRG.2993",2.37342,2.15029,2.3614,0.314748,2.34138,2.27169,5.18218
"MSTRG.29930",70.1799,74.0398,61.5729,59.0462,65.3634,66.4361,72.5452
"MSTRG.29931",0.404108,0.298559,0.330377,0.272901,0.206735,0.312716,0.284852
"MSTRG.29932",3.99955,10.3194,12.985,7.01932,8.09394,11.7997,11.9974
"MSTRG.29933",21.3254,39.7803,53.6267,15.8319,17.4064,26.6847,56.6977
"MSTRG.29934",0.0508988,1.7908,0.100508,0.0117439,0.0217594,0.0365009,0.209435
"MSTRG.29935",0.84973,6.869,16.3247,0.524429,1.58739,0.669162,15.086
"MSTRG.29936",95.4603,118.616,265.635,48.1973,63.68,63.3538,195.834
"MSTRG.29937",2.75113,3.04254,2.66915,0.489017,2.20277,0.70992,1.87961
"MSTRG.29938",16.3164,14.9733,19.8326,17.3373,16.5853,17.1081,19.1707
"MSTRG.29939",0,0,0.538287,0.676886,0.102828,0.91394,0.572786
"MSTRG.2994",1.17537,0.984269,0.995166,1.22672,1.62522,0.858864,1.14136
"MSTRG.29940",0,0,0,0.4409,0.0853588,0.162075,0.655024
"MSTRG.29941",0,0,0,0,0,0,0
"MSTRG.29942",0.0134351,0.023644,0.0137823,0.0478754,0.304767,0.191654,0.0413612
"MSTRG.29943",0.260418,0.807448,0.340184,0.0427606,0.473915,0.381472,0.901885
"MSTRG.29944",11.4397,10.1261,10.5665,12.7988,11.0218,11.4886,10.1877
"MSTRG.29945",0.0917314,5.05967,0.213829,0.0894375,0.0748785,0.106054,0.0888415
"MSTRG.29946",0,0,0,0.668433,0.636663,3.84825,0
"MSTRG.29947",2.10176,3.25575,2.95137,3.91644,2.49067,3.81305,3.37154
"MSTRG.29948",0.883802,1.16823,3.58446,1.47977,1.1129,2.03794,2.42769
"MSTRG.29949",17.2639,26.183,21.6094,25.2888,13.9585,12.6114,34.9207
"MSTRG.2995",0,2.97759,5.14302,0,6.57949,2.12035,0.808839
"MSTRG.29950",2.98411,3.04423,2.28928,3.91781,2.78905,2.00712,3.07126
"MSTRG.29951",8.53023,7.06186,4.50531,6.10781,5.66483,6.94689,5.51089
"MSTRG.29952",3.3915,3.25301,4.60788,3.48657,2.96989,3.36872,3.94833
"MSTRG.29953",0,0,0,0,0,0,0
"MSTRG.29954",2.15963,2.56201,2.23773,2.99194,2.87346,2.74674,3.25929
"MSTRG.29955",0.0707723,0.117225,0.0854011,0.0349418,0.107214,0.0586007,11.4687
"MSTRG.29956",0,0,0.0835616,0,0.0110769,0,4.38651
"MSTRG.29957",0,0,0,0,0,0,0
"MSTRG.29958",0,0,0,0,0,0,0
"MSTRG.29959",0,0,0,0,0,0,0
"MSTRG.2996",0,0,1.50198,0.0963353,0.1648,0.4255,0.271279
"MSTRG.29960",8.43253,7.07548,8.16392,7.54184,5.9468,6.91266,6.78267
"MSTRG.29961",2.71466,3.00098,3.02863,1.63873,1.95045,1.38882,3.36366
"MSTRG.29962",12.4362,11.7842,8.59695,9.15706,9.1943,9.96719,9.51598
"MSTRG.29963",14.8886,19.8813,16.2914,19.0177,16.0344,19.1076,16.2139
"MSTRG.29964",11.962,9.28545,9.47407,10.1385,12.3937,13.1786,10.3791
"MSTRG.29965",7.12287,22.1601,5.33999,13.6864,8.06205,9.37905,20.9361
"MSTRG.29966",2.38942,5.41161,1.57401,2.68058,2.17084,2.4908,7.79898
"MSTRG.29967",435.095,428.601,602.428,393.872,316.008,301.587,539.676
"MSTRG.29968",34.3059,28.8873,39.9285,40.3207,35.225,29.0591,34.7921
"MSTRG.29969",15.7788,13.5786,14.5611,14.7828,18.1181,14.2887,14.7126
"MSTRG.2997",3.82902,5.06735,5.46543,3.79785,2.93128,5.36566,5.12503
"MSTRG.29970",15.9308,17.3239,14.5677,17.011,15.7179,17.4955,15.5317
"MSTRG.29971",25.3996,18.3915,6.63806,16.094,17.1954,17.0854,8.87747
"MSTRG.29972",29.4154,33.6313,37.9417,31.3317,36.348,38.8252,33.867
"MSTRG.29973",32.3547,43.7137,57.4605,40.9996,41.89,44.9041,41.7363
"MSTRG.29974",63.402,40.5591,29.4144,46.1869,55.2069,44.4779,36.8086
"MSTRG.29975",0.417817,0.67016,0.560664,0.302024,0.449194,0.505237,0.401702
"MSTRG.29976",11.5772,12.9628,15.4989,16.6121,20.1474,18.3366,13.9784
"MSTRG.29977",14.0427,11.7189,12.979,12.9586,12.548,12.1734,12.4665
"MSTRG.29978",4.09355,3.15547,2.18806,2.96385,2.90214,2.80975,2.5206
"MSTRG.29979",0.210547,0.283408,0.261693,0.287453,0.256446,0.279286,0.250846
"MSTRG.2998",195.187,105.77,95.3996,90.217,86.9066,103.948,101.231
"MSTRG.29980",3.42456,2.64135,4.1256,3.66113,2.80062,3.28941,3.26112
"MSTRG.29981",7.50927,5.81004,6.49007,6.17131,5.05024,5.78505,6.39631
"MSTRG.29982",63.751,61.2161,56.4132,64.8692,59.7865,58.5766,59.6522
"MSTRG.29983",2.15212,1.93064,1.99842,2.40321,2.27413,2.32383,2.14673
"MSTRG.29984",4.07816,3.85073,6.00692,4.22177,5.2926,2.60845,5.02955
"MSTRG.29985",11.8011,20.1438,14.3438,13.4851,14.4417,15.2793,15.2494
"MSTRG.29986",5.56139,6.81501,6.93425,7.70046,7.17358,8.06276,6.66651
"MSTRG.29987",25.4915,29.0846,8.90587,10.247,25.0561,16.03,14.8647
"MSTRG.29988",15.3063,16.1869,17.1252,15.5296,15.2811,15.1593,16.2721
"MSTRG.29989",55.6212,63.4606,62.2621,67.1887,67.5602,62.647,61.2026
"MSTRG.2999",48.0561,0,32.6289,15.5173,20.0883,92.4752,71.9589
"MSTRG.29990",0.680842,0.608232,0.457512,0.465795,0.553549,0.665896,0.637426
"MSTRG.29991",10.6086,26.8208,30.3656,13.3678,16.1443,17.1968,28.6855
"MSTRG.29992",10.7166,22.381,29.1371,16.2608,18.217,17.2184,29.5481
"MSTRG.29993",1.05763,1.70971,1.3612,0.995698,2.02155,1.02271,1.56847
"MSTRG.29994",53.0752,50.7198,46.384,55.9819,70.1857,62.8428,41.3637
"MSTRG.29995",63.4308,59.8124,58.3258,61.117,65.6254,64.8986,58.7673
"MSTRG.29996",7.5525,7.23275,7.01951,8.27541,7.53612,6.7198,7.20078
"MSTRG.29997",23.1554,19.4959,19.6983,20.7058,19.8024,17.7707,15.3754
"MSTRG.29998",6.54364,5.33244,6.71995,6.95371,6.82455,6.2797,5.79699
"MSTRG.29999",32.3886,35.5794,49.299,43.4301,33.0573,42.3502,42.4257
"MSTRG.3",10.5243,7.45313,11.9052,16.5664,12.0663,14.28,17.4727
"MSTRG.30",0,0,0,0.00359292,0,0,0
"MSTRG.300",14.0193,6.57366,10.0348,4.06503,14.1616,4.98921,9.51586
"MSTRG.3000",31.7644,31.5832,32.2335,34.8532,35.3991,34.9513,32.7259
"MSTRG.30000",23.0744,18.6843,19.6876,26.3135,26.3391,23.0516,21.3166
"MSTRG.30001",51.1505,35.9106,40.8991,43.5327,36.9015,42.9632,36.745
"MSTRG.30002",9.31662,17.0253,12.1525,14.8635,10.9153,15.0824,12.5841
"MSTRG.30003",1.22469,2.4721,2.73656,1.50976,2.09315,2.04593,1.89437
"MSTRG.30004",0,0.0916424,0,0.0826415,0.0713319,0,0.0862031
"MSTRG.30005",76.4128,94.0265,71.8792,76.3421,96.3021,105.305,87.277
"MSTRG.30006",3.67834,4.17038,3.53888,3.19607,3.27482,3.30799,3.58792
